title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,latitude,longitude
Frontaal Brewing Company,4.6,237,"De Faam, Liniestraat 31",Breda,,NL,https://frontaalbrewingcompany.com/,+31 76 785 4329,Brewery,"https://www.google.com/maps/place/Frontaal+Brewing+Company/@51.5971716,4.7850183,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f9ad4f3c019:0xac8e3517d74af39f!8m2!3d51.5971716!4d4.7850183!16s%2Fg%2F11btm7ngxw?hl=en&entry=ttu",51.5971716,4.7850183
Wijnkoperij La Persistance,4.3,12,Minervum 7374,Breda,,NL,http://www.lapersistance.nl/,+31 76 543 0036,Wine store,"https://www.google.com/maps/place/Wijnkoperij+La+Persistance/@51.5880151,4.8301013,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f547a9071b3:0x92369e8d68445e16!8m2!3d51.5880151!4d4.8301013!16s%2Fg%2F1tfcmkb_?hl=en&entry=ttu",51.5880151,4.8301013
Wijnkoperij De Loods,4.8,13,Ginnekenweg 354,Breda,,NL,https://www.wijnkoperijdeloods.nl/,+31 76 564 9430,Wine wholesaler and importer,"https://www.google.com/maps/place/Wijnkoperij+De+Loods/@51.5676991,4.7845129,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a1cb0012cc55:0x184bee7671e18568!8m2!3d51.5676991!4d4.7845129!16s%2Fg%2F1vknnlkj?hl=en&entry=ttu",51.5676991,4.7845129
Plaisir du Vin,5.0,7,Ginnekenmarkt 14,Breda,,NL,http://www.plaisirduvin.nl/,+31 6 83160554,Wine store,"https://www.google.com/maps/place/Plaisir+du+Vin/@51.5671886,4.7857066,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a1ca4ea034ad:0x3f505b9f3e672631!8m2!3d51.5671886!4d4.7857066!16s%2Fg%2F1tdq9t58?hl=en&entry=ttu",51.5671886,4.7857066
Polski Sklep Polish Deli,4.3,552,Haagweg 27B,Breda,,NL,,+31 76 532 8588,Grocery store,"https://www.google.com/maps/place/Polski+Sklep+Polish+Deli/@51.5840388,4.7602001,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a021b68cae23:0x90286ff50fa6a019!8m2!3d51.5840388!4d4.7602001!16s%2Fg%2F11cnq4jxx4?hl=en&entry=ttu",51.5840388,4.7602001
Wijnproeverij/wijncursus Passie voor Wijn Breda,4.9,44,Maaibeemd 73,Breda,,NL,https://www.passievoorwijnbreda.nl/,+31 6 28455403,Learning center,"https://www.google.com/maps/place/Wijnproeverij%2Fwijncursus+Passie+voor+Wijn+Breda/@51.6079348,4.7396444,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fe0619bb00b:0xb2d8ecfb1799790!8m2!3d51.6079348!4d4.7396444!16s%2Fg%2F11gfjw3h_d?hl=en&entry=ttu",51.6079348,4.7396444
GrieksWijnhuis,4.6,5,Reduitlaan 33,Breda,,NL,http://www.griekswijnhuis.nl/,+31 6 53324291,Wine store,"https://www.google.com/maps/place/Alcohol+store/@51.5906451,4.762866,17z/data=!3m1!4b1!4m2!3m1!1s0x47c416c15493861f:0x1202123fcce496e3?hl=en&entry=ttu",51.5906451,4.762866
Wijnhuis Oktober,4.8,59,Wilhelminastraat 52,Breda,,NL,https://www.wijnhuis-oktober.nl/,+31 76 521 8125,Wine store,"https://www.google.com/maps/place/Alcohol+store/@51.578867,4.778233,17z/data=!3m1!4b1!4m2!3m1!1s0x47c6a02c36f45e09:0xe6a3f74fadefb806?hl=en&entry=ttu",51.578867,4.778233
Grocery Day & Night,3.8,104,Concordiastraat 25,Breda,,NL,https://www.avondwinkelbreda.nl/,+31 76 522 5766,Grocery store,"https://www.google.com/maps/place/Alcohol+store/@51.5837698,4.776207,17z/data=!3m1!4b1!4m2!3m1!1s0x47c6a0299fe2ba3f:0x87574af863e94b78?hl=en&entry=ttu",51.5837698,4.776207
Proef.nl,5.0,3,Baronielaan 113,Breda,,NL,https://proef.nl/,+31 88 555 2999,Wine store,"https://www.google.com/maps/place/Alcohol+store/@51.5748167,4.7772777,17z/data=!3m1!4b1!4m2!3m1!1s0x47c6a03208c03aff:0x806b7be53411591f?hl=en&entry=ttu",51.5748167,4.7772777
Streken,4.8,58,Haagdijk 80,Breda,,NL,http://www.streken.nl/,+31 6 81976418,Beer store,"https://www.google.com/maps/place/Streken/@51.5877493,4.7692649,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f8836db06bb:0xa1d436d52e690120!8m2!3d51.5877493!4d4.7692649!16s%2Fg%2F11fxb57h2b?hl=en&entry=ttu",51.5877493,4.7692649
Wijnkoperij Dames Pellens,4.6,5,Graaf Hendrik III Laan 173,Breda,,NL,http://www.wijnkoperijdamespellens.nl/,+31 76 850 3333,Wine store,"https://www.google.com/maps/place/Wijnkoperij+Dames+Pellens/@51.5724726,4.7691014,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a1cbc94d03c9:0x156a7ae6283abef3!8m2!3d51.5724726!4d4.7691014!16s%2Fg%2F11q32xv_my?hl=en&entry=ttu",51.5724726,4.7691014
Wijnhoeve 't Peerdeke,5.0,2,Heilaarstraat 235,Breda,,NL,http://www.peerdeke.nl/,+31 76 514 9605,Wine store,"https://www.google.com/maps/place/Wijnhoeve+'t+Peerdeke/@51.5867729,4.7359262,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a00035f4c06b:0xa6c31028d7c857f0!8m2!3d51.5867729!4d4.7359262!16s%2Fg%2F1vzg1gcn?hl=en&entry=ttu",51.5867729,4.7359262
Silvinos,5.0,5,Naundorffstraat 7,Breda,,NL,http://www.silvinos.nl/,+31 6 20160793,Wine store,"https://www.google.com/maps/place/Silvinos/@51.5904976,4.8046441,17z/data=!3m1!4b1!4m6!3m5!1s0x8a453e88c7222851:0xb8a9924ab5b0dcb3!8m2!3d51.5904976!4d4.8046441!16s%2Fg%2F11scytwbw0?hl=en&entry=ttu",51.5904976,4.8046441
Wijnkunst.nl,4.9,11,Arenberglaan 104,Breda,,NL,https://wijnkunst.nl/,+31 6 28952875,Wine wholesaler and importer,"https://www.google.com/maps/place/Wijnkunst.nl/@51.6030005,4.7395563,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fe3ce4824b3:0xefa4b5d65d5da4a3!8m2!3d51.6030005!4d4.7395563!16s%2Fg%2F1tzly57j?hl=en&entry=ttu",51.6030005,4.7395563
Wijnkoperij Henri Bloem Breda,4.8,35,Ginnekenweg 47,Breda,,NL,https://www.henribloem.nl/henri-bloem-breda?utm_source=GMBlisting&utm_medium=organic,+31 76 515 5844,Wine store,"https://www.google.com/maps/place/Wijnkoperij+Henri+Bloem+Breda/@51.5775447,4.7806371,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a02d11e0ce9b:0xa5320d6c9a71b71d!8m2!3d51.5775447!4d4.7806371!16s%2Fg%2F1tt0qbbz?hl=en&entry=ttu",51.5775447,4.7806371
Vader Jacobs,4.9,8,Haagweg 407,Breda,,NL,https://www.vaderjacobs.nl/,+31 6 44336942,Store,"https://www.google.com/maps/place/Vader+Jacobs/@51.5779494,4.741222,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a172fa439475:0x1d7c25f4f8ac1209!8m2!3d51.5779494!4d4.741222!16s%2Fg%2F11q4hxcf7v?hl=en&entry=ttu",51.5779494,4.741222
Garondin,,0,Stationslaan 3-A14,Breda,,NL,http://garondin.nl/,+31 6 44790214,Wine store,"https://www.google.com/maps/place/Garondin/@51.5962296,4.7716262,17z/data=!3m1!4b1!4m6!3m5!1s0x47c41f2e8e1f9245:0xb9fc0810ce6f0f92!8m2!3d51.5962296!4d4.7716262!16s%2Fg%2F1tczpjl5?hl=en&entry=ttu",51.5962296,4.7716262
Bourgondische Bierkelder,5.0,9,Reigerstraat 24,Breda,,NL,http://www.bourgondischebierkelder.nl/,,Beer store,"https://www.google.com/maps/place/Bourgondische+Bierkelder/@51.5894479,4.7750608,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f8654028749:0xe42089b8a630b117!8m2!3d51.5894479!4d4.7750608!16s%2Fg%2F11j1hx9wfr?hl=en&entry=ttu",51.5894479,4.7750608
Bier Lokaal,4.8,99,Boschstraat 150,Breda,,NL,http://www.bier-lokaal.nl/,+31 6 48032137,Beer store,"https://www.google.com/maps/place/Bier+Lokaal/@51.5910365,4.7841524,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f93f719da83:0x56f7edb775710b84!8m2!3d51.5910365!4d4.7841524!16s%2Fg%2F11g1gp6mdm?hl=en&entry=ttu",51.5910365,4.7841524
Vanouds de Zwaan Wijnimporteurs,5.0,9,Goeseelsstraat 36 C,Breda,,NL,http://www.vanoudsdezwaan.nl/,+31 76 700 2490,Wine store,"https://www.google.com/maps/place/Vanouds+de+Zwaan+Wijnimporteurs/@51.5953465,4.7980709,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f4cb1c02713:0xa0275690a0a6628d!8m2!3d51.5953465!4d4.7980709!16s%2Fg%2F11fky81c39?hl=en&entry=ttu",51.5953465,4.7980709
"Slijterij en Wijnhuis ""de Vijver""",4.7,40,Koninginnestraat 114,Breda,,NL,https://wijnhuisdevijver.nl/,+31 76 514 3828,Liquor store,"https://www.google.com/maps/place/Slijterij+en+Wijnhuis+%22de+Vijver%22/@51.5804206,4.7849644,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a1d35c330a19:0x2db721f955332cd4!8m2!3d51.5804206!4d4.7849644!16s%2Fg%2F1tdgtm44?hl=en&entry=ttu",51.5804206,4.7849644
Gall & Gall Breda,4.6,59,Bisschopshoeve 6,Breda,,NL,https://www.gall.nl/,+31 76 587 0317,Liquor store,"https://www.google.com/maps/place/Gall+%26+Gall+Breda/@51.5889969,4.822015,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f599a6e30ef:0x935843e1de519639!8m2!3d51.5889969!4d4.822015!16s%2Fg%2F1v1vcdhy?hl=en&entry=ttu",51.5889969,4.822015
Druiventros - 123feestje Breda,4.6,109,Hoogeind 6,Breda,,NL,http://www.druiventros.com/,+31 76 521 0026,Liquor store,"https://www.google.com/maps/place/Druiventros+-+123feestje+Breda/@51.5904355,4.8065641,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f6134cf3555:0xb60f8669b0290e50!8m2!3d51.5904355!4d4.8065641!16s%2Fg%2F1tj49prg?hl=en&entry=ttu",51.5904355,4.8065641
The Beer House Breda,4.6,179,Van Goorstraat 5,Breda,,NL,https://www.hetbierhuis.nl/,+31 76 522 8394,Beer store,"https://www.google.com/maps/place/The+Beer+House+Breda/@51.582097,4.777974,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a02be67f63cf:0x41673a132b3d98de!8m2!3d51.582097!4d4.777974!16s%2Fg%2F1tm8d61j?hl=en&entry=ttu",51.582097,4.777974
Wij Proeven,,0,Ginnekenweg 47,Breda,,NL,https://wij-proeven.business.site/?utm_source=gmb&utm_medium=referral,+31 6 30662500,Wine store,"https://www.google.com/maps/place/Wij+Proeven/@51.5775424,4.7806225,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a1d4e62f97b5:0xabc824fd5ab1c4dd!8m2!3d51.5775424!4d4.7806225!16s%2Fg%2F11h_cbft68?hl=en&entry=ttu",51.5775424,4.7806225
Gall & Gall Valkeniersplein 9,4.3,104,Valkeniersplein 9,Breda,,NL,https://www.gall.nl/winkels/details/?storeId=6883,+31 76 564 0220,Liquor store,"https://www.google.com/maps/place/Gall+%26+Gall+Valkeniersplein+9/@51.5704322,4.7916167,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a1cf29a0f347:0xb4c44413087734ca!8m2!3d51.5704322!4d4.7916167!16s%2Fg%2F1ptyzr2k0?hl=en&entry=ttu",51.5704322,4.7916167
Gall & Gall Moerwijk 12,4.0,82,Moerwijk 12,Breda,,NL,https://www.gall.nl/winkels/details/?storeId=6988,+31 76 572 0233,Liquor store,"https://www.google.com/maps/place/Gall+%26+Gall+Moerwijk+12/@51.6077258,4.7896834,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f0ab8356ff7:0xbfb99ec9f337cbc7!8m2!3d51.6077258!4d4.7896834!16s%2Fg%2F1vy7ft29?hl=en&entry=ttu",51.6077258,4.7896834
Kris Je,4.0,1,,Breda,,NL,,,Beer store,"https://www.google.com/maps/place/Kris+Je/@51.5892968,4.7728385,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f86321e50bd:0x5485bf42ca5f8823!8m2!3d51.5892968!4d4.7728385!16s%2Fg%2F11fj10s_8l?hl=en&entry=ttu",51.5892968,4.7728385
De Biergondiër,,0,Grote Markt 13,Breda,,NL,http://www.debiergondier.nl/,+31 76 514 0074,Beer store,"https://www.google.com/maps/place/De+Biergondi%C3%ABr/@51.5877162,4.7762583,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f876cae9f53:0xe88a5c4bced0c706!8m2!3d51.5877162!4d4.7762583!16s%2Fg%2F11c564rzrv?hl=en&entry=ttu",51.5877162,4.7762583
Gall & Gall,4.1,22,Anna van Burenstraat 24,Breda,,NL,https://www.gall.nl/winkels/details/?storeId=1415,+31 76 572 0750,Liquor store,"https://www.google.com/maps/place/Gall+%26+Gall/@51.5965555,4.7822952,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f912089464f:0x7cb83ab6b9d8e0ed!8m2!3d51.5965555!4d4.7822952!16s%2Fg%2F11cs1kw191?hl=en&entry=ttu",51.5965555,4.7822952
Slijterij de Burcht Breda,4.5,59,De Burcht 4,Breda,,NL,https://www.slijterijdeburcht.nl/,+31 76 564 9364,Liquor store,"https://www.google.com/maps/place/Slijterij+de+Burcht+Breda/@51.5720767,4.8054809,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a1c2f692d483:0xc0b28e7c084de813!8m2!3d51.5720767!4d4.8054809!16s%2Fg%2F1tczd37v?hl=en&entry=ttu",51.5720767,4.8054809
Wijn-Champagnebar Njoy,2.0,1,Prinsenkade 12A,Breda,,NL,,,Liquor store,"https://www.google.com/maps/place/Wijn-Champagnebar+Njoy/@51.5897527,4.7721726,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f8882870dad:0x462f380fcfe4dd24!8m2!3d51.5897527!4d4.7721726!16s%2Fg%2F11gg6dkcgb?hl=en&entry=ttu",51.5897527,4.7721726
Gall & Gall Torenstraat 10,4.4,97,Torenstraat 10,Breda,,NL,https://www.gall.nl/winkels/details/breda-torenstraat-10,+31 76 533 9644,Liquor store,"https://www.google.com/maps/place/Gall+%26+Gall+Torenstraat+10/@51.5885391,4.7752488,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f0404b065d1:0x591cb28c02aba91c!8m2!3d51.5885391!4d4.7752488!16s%2Fg%2F1th48m61?hl=en&entry=ttu",51.5885391,4.7752488
Druiventros Heksenwiel,4.3,22,Heksenwaag 7,Breda,,NL,,+31 76 542 5000,Liquor store,"https://www.google.com/maps/place/Druiventros+Heksenwiel/@51.6232131,4.7438598,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fd6eb92ea87:0xcc20b33eda51ad0f!8m2!3d51.6232131!4d4.7438598!16s%2Fg%2F11b6dpygcp?hl=en&entry=ttu",51.6232131,4.7438598
Gall & Gall Pastoor Van Spaandonckstraat,4.2,39,Pastoor van Spaandonkstraat 46,Breda,,NL,https://www.gall.nl/winkels/details/?storeId=7140,+31 76 530 9730,Liquor store,"https://www.google.com/maps/place/Gall+%26+Gall+Pastoor+Van+Spaandonckstraat/@51.5782638,4.7391751,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a005efc3f54f:0x4aa353dbbdd4516c!8m2!3d51.5782638!4d4.7391751!16s%2Fg%2F1pty34j8t?hl=en&entry=ttu",51.5782638,4.7391751
Slijterij Spraakwater,4.8,100,Brabantplein 6,Breda,,NL,,+31 76 522 8300,Liquor store,"https://www.google.com/maps/place/Slijterij+Spraakwater/@51.5909022,4.7995944,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f64a0c75fa9:0x807d78645eb32283!8m2!3d51.5909022!4d4.7995944!16s%2Fg%2F1x5f9l0k?hl=en&entry=ttu",51.5909022,4.7995944
Slijterijen In Breda,,0,Pastoor van Spaandonkstraat 46,Breda,,NL,,,Liquor store,"https://www.google.com/maps/place/Slijterijen+In+Breda/@51.5782676,4.7392091,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a005ee9db725:0x4482d960c292ce03!8m2!3d51.5782676!4d4.7392091!16s%2Fg%2F11hzrs5nl4?hl=en&entry=ttu",51.5782676,4.7392091
Best Bottles,4.9,42,Graaf Hendrik III Plein 21-25,Breda,,NL,http://www.bestbottles.nl/,+31 76 850 1814,Wine store,"https://www.google.com/maps/place/Best+Bottles/@51.577675,4.7707791,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f9bf58d253f:0x3d21c2aa0cb06806!8m2!3d51.577675!4d4.7707791!16s%2Fg%2F11j1fhqjwg?hl=en&entry=ttu",51.577675,4.7707791
Gall & Gall Haagdijk 108,4.3,24,Haagdijk 108,Breda,,NL,https://www.gall.nl/winkels/details/?storeId=1424,+31 76 531 0255,Liquor store,"https://www.google.com/maps/place/Gall+%26+Gall+Haagdijk+108/@51.5875311,4.7688335,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f8832f8f241:0xbb80c8af6e8ef56f!8m2!3d51.5875311!4d4.7688335!16s%2Fg%2F11c1r744vj?hl=en&entry=ttu",51.5875311,4.7688335
La Barrique,4.7,96,Haagsemarkt 8,Breda,,NL,http://www.labarrique.nl/,+31 76 521 6946,Liquor store,"https://www.google.com/maps/place/La+Barrique/@51.5771493,4.7385612,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a00f57585317:0xcdf079162ba4ac45!8m2!3d51.5771493!4d4.7385612!16s%2Fg%2F1td_xtll?hl=en&entry=ttu",51.5771493,4.7385612
Slijterij Bottledeals avondwinkel,4.7,14,Haagdijk 12,Breda,,NL,,+31 6 48543106,Liquor store,"https://www.google.com/maps/place/Slijterij+Bottledeals+avondwinkel/@51.5885942,4.7705449,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fd4e6e48b21:0x4b2f258fdb7c81e7!8m2!3d51.5885942!4d4.7705449!16s%2Fg%2F11sb9gmbs8?hl=en&entry=ttu",51.5885942,4.7705449
Jumbo,4.0,1067,Belcrumweg 5-7,Breda,,NL,http://www.jumbo.com/winkels/jumbo-breda-belcrumweg,+31 76 573 3160,Supermarket,"https://www.google.com/maps/place/Jumbo/@51.5969066,4.7698767,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f8fd3a09c93:0xaa7a1efa40cca4c2!8m2!3d51.5969066!4d4.7698767!16s%2Fg%2F1tj1r8wr?hl=en&entry=ttu",51.5969066,4.7698767
Jumbo,4.0,552,Donk 4,Breda,,NL,http://www.jumbo.com/winkels/jumbo-breda-de-donk,+31 76 548 2160,Supermarket,"https://www.google.com/maps/place/Jumbo/@51.607124,4.7466752,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fe798927b9d:0x65b58e77ed99e01a!8m2!3d51.607124!4d4.7466752!16s%2Fg%2F1tglm3cb?hl=en&entry=ttu",51.607124,4.7466752
Jumbo,4.2,442,Heksenwaag 37,Breda,,NL,http://www.jumbo.com/winkels/jumbo-breda-heksenwaag,+31 76 303 3530,Supermarket,"https://www.google.com/maps/place/Jumbo/@51.622827,4.744883,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f28a49ffe6d:0x12cea7b4d3a2228d!8m2!3d51.622827!4d4.744883!16s%2Fg%2F11h1rb_zd9?hl=en&entry=ttu",51.622827,4.744883
AH Haagdijk,4.1,687,Haagdijk 108,Breda,,NL,https://www.ah.nl/winkel/albert-heijn/breda/haagdijk/1424?utm_source=google&utm_medium=organic&utm_campaign=GMB,+31 76 531 0255,Supermarket,"https://www.google.com/maps/place/AH+Haagdijk/@51.5875311,4.7688335,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f88325a39db:0x7d4dbf639d17b471!8m2!3d51.5875311!4d4.7688335!16s%2Fg%2F11b6dfvs3j?hl=en&entry=ttu",51.5875311,4.7688335
Jumbo,4.2,1002,Moerwijk 23,Breda,,NL,http://www.jumbo.com/winkels/jumbo-breda-moerwijk,+31 76 303 2980,Supermarket,"https://www.google.com/maps/place/Jumbo/@51.608923,4.789411,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f0d50c838f7:0x3d6866db2144ea64!8m2!3d51.608923!4d4.789411!16s%2Fg%2F11gr641p3n?hl=en&entry=ttu",51.608923,4.789411
Jumbo,4.2,622,De Burcht 20,Breda,,NL,http://www.jumbo.com/winkels/jumbo-breda-de-burcht,+31 76 565 4237,Supermarket,"https://www.google.com/maps/place/Jumbo/@51.572716,4.806992,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a1c29045df2d:0x18acedaa7e7bf807!8m2!3d51.572716!4d4.806992!16s%2Fg%2F11bz0b81bc?hl=en&entry=ttu",51.572716,4.806992
AH Bisschopshoeve,4.1,583,Bisschopshoeve 30,Breda,,NL,https://www.ah.nl/winkel/albert-heijn/breda/bisschopshoeve/1174?utm_source=google&utm_medium=organic&utm_campaign=GMB,+31 76 587 7044,Supermarket,"https://www.google.com/maps/place/AH+Bisschopshoeve/@51.5894478,4.8220723,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f598ef08ae1:0x4e051012216d5432!8m2!3d51.5894478!4d4.8220723!16s%2Fg%2F11b6d5bzgj?hl=en&entry=ttu",51.5894478,4.8220723
AH De Burcht,4.1,360,De Burcht 1,Breda,,NL,https://www.ah.nl/winkel/albert-heijn/breda/de-burcht/1005?utm_source=google&utm_medium=organic&utm_campaign=GMB,+31 76 565 4183,Supermarket,"https://www.google.com/maps/place/AH+De+Burcht/@51.572051,4.805232,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a1c2f8abb5cb:0x9283b453ef226f4d!8m2!3d51.572051!4d4.805232!16s%2Fg%2F1tnmqykp?hl=en&entry=ttu",51.572051,4.805232
AH Valkeniersplein,4.2,820,Valkeniersplein 2 b,Breda,,NL,https://www.ah.nl/winkel/albert-heijn/breda/valkeniersplein/1045?utm_source=google&utm_medium=organic&utm_campaign=GMB,+31 76 565 4380,Supermarket,"https://www.google.com/maps/place/AH+Valkeniersplein/@51.5699848,4.791347,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a1c92ab0621d:0x4b6879dc15886886!8m2!3d51.5699848!4d4.791347!16s%2Fg%2F1260_nbhm?hl=en&entry=ttu",51.5699848,4.791347
AH Past van Spaandonkstraat,4.1,443,Pastoor van Spaandonkstraat 48,Breda,,NL,https://www.ah.nl/winkel/albert-heijn/breda/past-van-spaandonkstraat/1387?utm_source=google&utm_medium=organic&utm_campaign=GMB,+31 76 531 9393,Supermarket,"https://www.google.com/maps/place/AH+Past+van+Spaandonkstraat/@51.5783393,4.7394328,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a005ee337c6b:0x6a579dafade0cdc0!8m2!3d51.5783393!4d4.7394328!16s%2Fg%2F1w0h6qwz?hl=en&entry=ttu",51.5783393,4.7394328
Jumbo,3.9,907,Doctor Struyckenstraat 60,Breda,,NL,http://www.jumbo.com/winkels/jumbo-breda-dr-struyckenplein,+31 76 531 7160,Supermarket,"https://www.google.com/maps/place/Jumbo/@51.5768363,4.756015,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a023a41d5a5f:0x885380bb75f35e1d!8m2!3d51.5768363!4d4.756015!16s%2Fg%2F1q2wbjngv?hl=en&entry=ttu",51.5768363,4.756015
AH Brabantplein,4.0,908,Brabantplein 24,Breda,,NL,https://www.ah.nl/winkel/albert-heijn/breda/brabantplein/1382?utm_source=google&utm_medium=organic&utm_campaign=GMB,+31 76 531 0300,Supermarket,"https://www.google.com/maps/place/AH+Brabantplein/@51.5906879,4.8004625,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f649d530b6d:0x7115e45989207d4f!8m2!3d51.5906879!4d4.8004625!16s%2Fg%2F1tf_mj91?hl=en&entry=ttu",51.5906879,4.8004625
AH Nieuwstraat,4.1,615,Nieuwstraat 45,Breda,,NL,https://www.ah.nl/winkel/albert-heijn/breda/nieuwstraat/1029?utm_source=google&utm_medium=organic&utm_campaign=GMB,+31 76 520 7171,Supermarket,"https://www.google.com/maps/place/AH+Nieuwstraat/@51.5877438,4.7729257,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f87e9046397:0x85a29e7795bb026a!8m2!3d51.5877438!4d4.7729257!16s%2Fg%2F1tkc1b0h?hl=en&entry=ttu",51.5877438,4.7729257
AH Anna van Burenstraat,4.2,763,Anna van Burenstraat 24,Breda,,NL,https://www.ah.nl/winkel/albert-heijn/breda/crogtdijk/1415?utm_source=google&utm_medium=organic&utm_campaign=GMB,+31 76 572 0750,Supermarket,"https://www.google.com/maps/place/AH+Anna+van+Burenstraat/@51.5965613,4.782032,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f9126eed127:0x3848872f60a3e95f!8m2!3d51.5965613!4d4.782032!16s%2Fg%2F11btm9_vd2?hl=en&entry=ttu",51.5965613,4.782032
AH Ginnekenweg,4.1,547,Ginnekenweg 46,Breda,,NL,https://www.ah.nl/winkel/albert-heijn/breda/ginnekenweg/1808?utm_source=google&utm_medium=organic&utm_campaign=GMB,+31 76 514 8719,Supermarket,"https://www.google.com/maps/place/AH+Ginnekenweg/@51.5773992,4.7802866,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a02d0da27437:0x8956ab2139805802!8m2!3d51.5773992!4d4.7802866!16s%2Fg%2F1tcx0rb4?hl=en&entry=ttu",51.5773992,4.7802866
AH Oude Vest,4.0,928,Oude Vest 5,Breda,,NL,https://www.ah.nl/winkel/albert-heijn/breda/oude-vest/1651?utm_source=google&utm_medium=organic&utm_campaign=GMB,+31 76 513 8415,Supermarket,"https://www.google.com/maps/place/AH+Oude+Vest/@51.5866667,4.7783333,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f80ae59d7df:0x7d665a173106846d!8m2!3d51.5866667!4d4.7783333!16s%2Fg%2F1262g02zz?hl=en&entry=ttu",51.5866667,4.7783333
"Online smartshop - bong, wiet grinder, weegschaal, truffels, cbd, microdosing - Pinda papers",3.4,9,Tuinbouwveilingweg 5c19,Breda,,NL,https://www.pindapapers.nl/,+31 6 42598658,Smart shop,"https://www.google.com/maps/place/Online+smartshop+-+bong,+wiet+grinder,+weegschaal,+truffels,+cbd,+microdosing+-+Pinda+papers/@51.5899821,4.7357618,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f2502ff1f35:0x2ac7bdd35e8c4faa!8m2!3d51.5899821!4d4.7357618!16s%2Fg%2F11p5qnbr57?hl=en&entry=ttu",51.5899821,4.7357618
Healthy Smart Store Dreamvalley,4.1,39,Nieuwe Haagdijk 69,Breda,,NL,http://www.dreamvalley.nl/,+31 76 522 4030,Smart shop,"https://www.google.com/maps/place/Healthy+Smart+Store+Dreamvalley/@51.5859137,4.7640499,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a020b956f19b:0xa2f0ab753608d72f!8m2!3d51.5859137!4d4.7640499!16s%2Fg%2F1td2g3py?hl=en&entry=ttu",51.5859137,4.7640499
Smartshop Lafumette,4.6,47,Haagweg 14,Breda,,NL,http://la-fumette.nl/,+31 6 24555262,Smart shop,"https://www.google.com/maps/place/Smartshop+Lafumette/@51.5853726,4.7619797,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a020f4347533:0x7c032bcc9cfdd51b!8m2!3d51.5853726!4d4.7619797!16s%2Fg%2F1thvxh5m?hl=en&entry=ttu",51.5853726,4.7619797
